timestamp,cpu,memory,latency,instances,label
2026-03-14 08:31:00+00:00,0.08573614339713582,0.516928,,0,normal
2026-03-14 08:31:00+00:00,0.08573614339713582,0.516928,,0,normal
2026-03-14 08:32:00+00:00,0.00504879966304464,0.46473600000000004,,1,normal
2026-03-14 08:32:00+00:00,0.00504879966304464,0.46473600000000004,,1,normal
2026-03-14 08:33:00+00:00,0.009215006916536206,0.48419199999999996,,1,normal
2026-03-14 08:33:00+00:00,0.009215006916536206,0.48419199999999996,,1,normal
2026-03-14 08:34:00+00:00,0.008597116130618948,0.4841920000000002,,1,normal
2026-03-14 08:34:00+00:00,0.008597116130618948,0.4841920000000002,,1,normal
2026-03-14 08:34:00+00:00,0.008597116130618948,0.4841920000000002,,1,normal
2026-03-14 08:34:00+00:00,0.008597116130618948,0.4841920000000002,,1,normal
2026-03-14 08:35:00+00:00,0.010144938989276583,0.5033919999999998,428.286991,1,normal
2026-03-14 08:35:00+00:00,0.010144938989276583,0.5033919999999998,428.286991,1,normal
2026-03-14 08:35:00+00:00,0.010144938989276583,0.5033919999999998,428.286991,1,normal
2026-03-14 08:35:00+00:00,0.010144938989276583,0.5033919999999998,428.286991,1,normal
2026-03-14 08:36:00+00:00,0.023856421558223595,0.559504,0.0,0,normal
2026-03-14 08:36:00+00:00,0.023856421558223595,0.559504,0.0,0,normal
2026-03-14 08:36:00+00:00,0.023856421558223595,0.559504,0.0,0,normal
2026-03-14 08:36:00+00:00,0.023856421558223595,0.559504,0.0,0,normal
2026-03-14 08:37:00+00:00,0.015386274741195416,0.559504,0.0,1,normal
2026-03-14 08:37:00+00:00,0.015386274741195416,0.559504,0.0,1,normal
2026-03-14 08:37:00+00:00,0.015386274741195416,0.559504,0.0,1,normal
2026-03-14 08:37:00+00:00,0.015386274741195416,0.559504,0.0,1,normal
2026-03-14 08:38:00+00:00,0.015003637349062071,0.559504,0.0,1,normal
2026-03-14 08:38:00+00:00,0.015003637349062071,0.559504,0.0,1,normal
2026-03-14 08:38:00+00:00,0.015003637349062071,0.559504,0.0,1,normal
2026-03-14 08:38:00+00:00,0.015003637349062071,0.559504,0.0,1,normal
